nom_sv,site_vote_id,circonscription_id
INSTITUT LUKWEY,3033093,3033
EP MASONGO/MBIDILA,3033094,3033
INSTITUT DU 30 JUIN,3033095,3033
E.P. 2 KIDZWEME,3033096,3033
INST. MBALIBI,3033097,3033
INST. REV. LUPUNGANA,3033098,3033
INSTITUT DU KASAI,3033099,3033
INSTITUT LOMAMI/LOWA,3033100,3033
INSTITUT MAKANGAY/KISIE,3033101,3033
INSTITUT NGEMBA/MPO ETAT,3033102,3033
INSTITUT ULWEME/NGELEBANGA,3033103,3033
ITC MABENGA/SIA,3033104,3033
EP. MAPAMBOLI,3033105,3033
INSTITUT MITIMITANU,3033106,3033
INST. ITAS NGISA,3033107,3033
INSTITUT MBELO,3033108,3033
INST. MBE,3033109,3033
INST. ASWAY/MBWASA,3033110,3033
INSTITUT SAKATA MUTAN,3033112,3033
E.P. KINZIE 2,3033113,3033
E.P.3 MABENGA/KINZIE 1,3033114,3033
CS. LUKINGA,3033115,3033
INSTITUT BULU  I,3033116,3033
INSTITUT LUKWA LUMBU,3033117,3033
INST. MPOKASAI,3033118,3033
INST. DJUMANZO,3033119,3033
E.P. SAMPIER,3033120,3033
EP KIVUNDA,3033121,3033
EP LUNKUNI,3033122,3033
EP LWANO,3033123,3033
INST. MPIE,3033124,3033
E.P. KIPATA,3033125,3033
INST. KINSIAMU/KOLOKOLO,3033126,3033
E.P. NGUNDA/KIBWADI,3033127,3033
INST. LUNKUNI KIBWANGA,3033128,3033
EP BEKANE,3033129,3033
EP MANGALA,3033130,3033
LYCEE MOTA,3033131,3033
INSTITUT MUPAYA ZOBA II,3033132,3033
EP NTOZUI,3033133,3033
INST. NSI-MUTI,3033134,3033
E.P. MUYAMINA,3033135,3033
INST. NSIYANI,3033137,3033
EP LUNKALA,3033138,3033
INST. KINDONGO  MBE,3033139,3033
E.P. KINSWO,3033140,3033
EP MPOKO,3033141,3033
INST. SAKATA MISAY 2,3033142,3033
E.P. SAKATA MBAYA MBIMI,3033143,3033
EP MAMPWE,3033144,3033
E.P. KINZIE/MAPEL,3033145,3033
E.P. MUTINGUNU,3033146,3033
INST. MULIR,3033147,3033
INSTITUT SAKATA MBIMI,3033148,3033
EP MOWA,3033150,3033
E.P. TUZOLANA,3033151,3033
INSTITUT NTALA MBALA,3033152,3033
EP MPOKANI,3033153,3033
INST. MUMBANDA,3033154,3033
INST. MUSABU,3033155,3033
LYCEE NDIENDIE,3033156,3033
EP. MUMBONG NGELEWE,3033157,3033
INST. KIBALALULI,3033158,3033
E.P. MOBEKO,3033159,3033
EP MBANDU,3033160,3033
INSTITUT DE BANDA,3034001,3034
SEMBO MASA,3034002,3034
E.P.  LUVUZI 2,3034003,3034
INST.  BUNZU,3034005,3034
INST.  KAKE  NA  YAWEH,3034006,3034
INST.  MPANGU,3034007,3034
INST.  MUTAY,3034008,3034
E.P.  NGORIKANI,3034009,3034
E.P. MAKANGA,3034010,3034
EP. NIEKONGO,3034011,3034
INST.  INGYETSHI  ISAL,3034012,3034
INST. NDALA,3034013,3034
INSTITUT  OTSHONKUM,3034014,3034
INSTITUT  YASSA - LOKWA,3034015,3034
INSTITUT KINTWADI,3034016,3034
E.P.  ISIENGI,3034017,3034
E.P. BUSHONGO,3034018,3034
EP FULUNGU,3034019,3034
E.P.2 SONGO,3034020,3034
E.P.  INKAW,3034021,3034
INSTITUT  D'IMPATA  IKU,3034022,3034
INSTITUT  GOMENA,3034023,3034
E.P. 1 YASSA MIWUNU,3034024,3034
INSTITUT  IMPINI  NSAMBA,3034025,3034
INSTITUT DE KANGA,3034026,3034
INSTITUT NGOL-ISI,3034027,3034
INSTITUT POMONGO BEACH,3034028,3034
INST. MUKANIM/LWEM,3034029,3034
EP TOMOTE,3034030,3034
E.P. 1 BEMBELE,3034031,3034
INST.  INZEBE,3034032,3034
INST. NKO,3034033,3034
E.P.  LWELE  MBELE,3034034,3034
E.P. ELOM - ESAL,3034035,3034
E.P. IMPASI,3034036,3034
E.P. IMPASI  MBULU,3034037,3034
E.P. KIMPATA,3034038,3034
E.P. LWELE MASELE,3034039,3034
INSTITUT KIVUVU,3034040,3034
INSTITUT SALONGO,3034041,3034
E.P. 1 KALANGANDA,3034042,3034
EP EBUBU,3034043,3034
E.P.  MUSENGE  MUNENE,3034044,3034
E.P. MWEFO,3034045,3034
LYCEE NGANAMBEL,3034046,3034
INST. NZEMBE - OKIE,3034047,3034
INST. TECH. AGRICOLE ITERE MBANG,3034048,3034
INSTITUT NGANGNY,3034049,3034
E.P. 1   PILATO,3034051,3034
INST.  ANUARITE  BAKANDJA,3034052,3034
INST.  INTSHWEM  EBAY,3034053,3034
INST.  NSIE  MUNGWA,3034054,3034
INSTITUT NSIE MUNTAR,3034055,3034
E.P.  NSONGO  NSEKE,3034056,3034
E.P. KINTSHWA MFINDA,3034057,3034
INST.  LUKAZIKAZI,3034058,3034
E.P BALOR,3034059,3034
E.P. NSIENGWON,3034060,3034
INSTITUT  EBIALA  KANDOLO,3034061,3034
EP IBAY KOKO,3034062,3034
EP KIANGA,3034063,3034
INSTITUT MANISA,3034064,3034
EP. ITONA,3034067,3034
INSTITUT NKOL ABI,3034068,3034
E.P.  1  NSONGO  BULA,3034069,3034
INSTITUT  MATU,3034070,3034
E.P.  MBELE/ PILI-PILI,3034071,3034
E.P.  MVULA/  BULWEM,3034072,3034
COLLEGE  REV.  NITU 1,3034073,3034
E.P. ZULUBANGA,3034074,3034
INST.  KALAKI,3034075,3034
INST.  KIESE,3034076,3034
INST.  ZOLA,3034078,3034
E.P. JAKU,3034079,3034
EP NATUTI,3034080,3034
INSTITUT  NTUNGA,3034081,3034
INSTITUT MOBINI,3034082,3034
E.P.  LUKANU,3034083,3034
INST.  NSIAMBAY/  BISEY  NORD,3034084,3034
INST. LUKANU,3034085,3034
LYCEE  MADADUM,3034086,3034
INST. NKAMINEY/MBONGI,3034087,3034
INSTITUT BISEY SUD,3034088,3034
E.P. NKUMI,3034089,3034
INST.  MURBAL,3034090,3034
E.P.  MATU,3034091,3034
E.P.  MBEO,3034092,3034
E.P. 2 KALO,3034093,3034
E.P. KUMUKARI,3034094,3034
INST. PEDA ET SCIENT. KALO,3034095,3034
INSTITUT 1 KALO,3034096,3034
INSTITUT DE SEDZO,3034097,3034
INSTITUT NTO - OBAN,3034098,3034
INSTITUT ONGWISA,3034099,3034
E.P.  BIBOR,3034100,3034
E.P. MUSELE,3034101,3034
E.P. NSEKI - MPUTU,3034102,3034
EP OKUN,3034103,3034
I.T.A.V.  PANU SUMBU,3034104,3034
INST. LEFEN,3034105,3034
INST. PIOPIO,3034106,3034
E.P. NGAMFUM,3034108,3034
INST.  CEBI,3034109,3034
INST.  NKAN-MUKIE,3034110,3034
INST. MULEKE,3034111,3034
INSTITUT MOKALA,3034112,3034
INSTITUT MUSIM,3034113,3034
E.P. KINKUNI,3034114,3034
INST.  REV.  NGALUBENGI,3034115,3034
INST.  TECH.  AGRICOLE  LONGWAMA,3034116,3034
LYCEE  BAHEKE,3034117,3034
INSTITUT MADA MADA,3034118,3034
E.P. 4 LUTONDO,3034119,3034
INST. KIO,3034120,3034
INST. LUWOLO,3034121,3034
INSTITUT KIMPANGA,3034122,3034
INSTITUT MAYAM / MANGWA,3034123,3034
E.P. BUKUL,3034124,3034
INSTITUT  1  MUZO,3034125,3034
INSTITUT MAMBA,3034126,3034
INST. NIANGA,3034127,3034
INSTITUT  YAYA  HUILERIE,3034128,3034
COMPLEXE SCOLAIRE MANGAI 2 / IPANGA,3034129,3034
INSTITUT 2 NDIR / NKING,3034130,3034
INSTITUT KOREAMA,3034131,3034
CENTRE DE SANTE NSONGO MBUDI NSEKE,3034132,3034
KANGUTU,3034133,3034
E.P. MANGWANGWA,3034134,3034
I.T.S  DIBAYA - LUBWE / MAKUNGULU,3034135,3034
INSTITUT ISAYUNGU,3034137,3034
INSTITUT KIKWAMA,3034138,3034
INSTITUT MPANGU,3034139,3034
E.P.  BANSION,3034140,3034
E.P.  BULUMBU,3034141,3034
E.P.  NKIL,3034143,3034
E.P. KAPIA,3034144,3034
INSTITUT  NTOBI,3034145,3034
INSTITUT  ONKEN - MBEL,3034146,3034
E.P.  KIMAKESE,3034147,3034
E.P.  MIKIESE,3034148,3034
E.P.  NGYEMAKADI,3034150,3034
E.P.  NGYENKUNG,3034151,3034
INST. SALONGO,3034152,3034
INST. TECH. PROF. KASANGUNDA,3034153,3034
E.P. IMPANGA,3034154,3034
EP NIENDONGO,3034155,3034
EP MAJORITE,3034156,3034
LYCEE SANY,3034158,3034
E.P.  CENTRAL  MANDING,3034159,3034
E.P. MAYANDA,3034160,3034
E.P. PUNKULU,3034161,3034
EP MBIKUDI,3034162,3034
INST. TECH. AGRICOLE LABA,3034163,3034
INSTITUT LUMAYA,3034164,3034
INSTITUT MBONO,3034165,3034
E.P.  1  MBANSAM,3034166,3034
E.P.  COMBILIM,3034167,3034
E.P. NKWOM,3034168,3034
EP BANGA BANGA,3034169,3034
EP MAKINGI,3034170,3034
EP NSAKWE,3034171,3034
EP. LABA  IMPINI,3034172,3034
EP.MUKOKO,3034173,3034
INSTITUT  MBWO OLAB,3034175,3034
LYCEE SA NGOL,3034176,3034
INSTITUT   NKANKA,3034178,3034
E.P.  MUSENGE  MIHUNU,3034179,3034
E.P. MUSENGE KIMBIMBI,3034180,3034
INST.  MATUNGULU,3034181,3034
INST. CARREFOUR,3034183,3034
E.P.   KENDA,3034184,3034
E.P.    IYUNSU,3034185,3034
E.P.  LUKUMU,3034186,3034
INST.  LUKENGE,3034187,3034
E.P. KIFUMU NENGA,3034188,3034
E.P. MANGAMBA,3034189,3034
INST.  MANKE,3034190,3034
INSTITUT KIPUKU MANGOLO,3034192,3034
INSTITUT NEMBA,3034193,3034
EP KIFUMU NDAKA 2,3034194,3034
EP LUKWEL / BAMBA MABITU,3034195,3034
EP MITI MITI,3034196,3034
KOSHI GIZANGA,3034197,3034
EP.  LABWI,3034198,3034
INST. PROFESSIONNEL KIZITO,3034199,3034
E.P.   NGWILI,3034200,3034
E.P.  NGEMBA,3034201,3034
E.P. IBANDA,3034202,3034
EP MUSANGA EOLO,3034203,3034
E.P. IFWANZONDO,3034204,3034
INSTITUT  NGIAMBA,3034205,3034
E.P. 2  MBANGI,3034206,3034
E.P. LANKWAN MUSENGE MPUTU,3034207,3034
INSTITUT DE MWILAMBONGO,3034208,3034
INSTITUT NGALAMPANG,3034209,3034
EP MAMBULULU,3034211,3034
INST. TECHNIQUE SOCIALE BALAKA,3034212,3034
EP KIPUKU - BUMPAY/BUKUTU,3034213,3034
EP MAKANGA / IDIBU NGONGO,3034214,3034
INSTITUT KIMBEMBELE BUNZU/NDUMBA,3034215,3034
E.P. GOMBE,3034216,3034
E.P. KUMBI,3034217,3034
E.P.TUNGENU,3034218,3034
INSTITUT EDIMBEL,3034219,3034
INSTITUT KINGUBA,3034220,3034
INSTITUT LWAMBA LWANEMBA,3034221,3034
E.P.  MAYALA,3034222,3034
E.P. NSIM BAWONGO,3034223,3034
INST.  MUKOKO,3034224,3034
INST.  MANDING  KWESO,3034226,3034
INST.  MUSASAMBANGU,3034227,3034
INSTITUT  IMPANGA,3034228,3034
CENTRE DE SANTE SANGA LUBANGU,3034229,3034
E.P.  KWI-KIMBEMBELE/  NZUMBA,3034230,3034
INST. BENDJI,3034231,3034
INST. PEDAGOGIQUE ZOLA,3034232,3034
INST. TECHNIQUE SOCIAL BOMBI BAWONGO,3034233,3034
INSTITUT LWANGA / KIPUKU,3034234,3034
E.P. BWEMBI,3034235,3034
E.P. MUSENGE BAWONGO,3034236,3034
INSTITUT LATAMA,3034237,3034
LYCEE NAA LONGWAMA,3034238,3034
INST. TECH. AGRICOLE ITUNDA,3034239,3034
E.P IDIBU MPIRA,3034240,3034
INSTITUT MWINDA / MUNGA,3034241,3034
INSTITUT VIBIDILA / KALAPEMBE,3034242,3034
EP BALAKA,3034243,3034
E.P SHIO - SHIO,3034244,3034
EP PULAMUKUNGU,3034245,3034
LYCEE TECHNIQUE KIPUKU,3034246,3034
E.P. MWABO,3034247,3034
EP KOKA RWANG,3034248,3034
EP MABENGI,3034249,3034
EP TUNDU MAPEPE,3034250,3034
EP BAMBA,3034251,3034
EP ITUNDA,3034252,3034
EP KOMPA / MALUNGA,3034253,3034
INST MANGALA NGONGO,3034254,3034
INSTITUT MBELO BOMBI,3034255,3034
E.P.  KINGUNDU 1,3034256,3034
EP. BUSHONGO  BULENGE,3034257,3034
INST. PEDAGOGIQUE DE MADIMBI,3034258,3034
CENTRE DE SANTE ESPOIR,3034259,3034
INSTITUT CARMEL,3034260,3034
E.P.  LEA,3034261,3034
E.P. 2  MOKA,3034262,3034
E.P. NENGA,3034263,3034
EP INGA / KIPEMBELE,3034264,3034
INSTITUT MPONDO KIZANGA,3034265,3034
CABANE BANDA IBWITI,3034266,3034
INST. APPOSTOLAT/ IMPASI,3034267,3034
INST. PROFESSIONNEL NGOL AKUB,3034268,3034
INSTITUT  LEMBA BIKWATI,3034269,3034
INSTITUT  MAWANO,3034270,3034
E.P.  ANGWELE/ MILUNDU,3034271,3034
E.P.  NZEY/ PATAMISUMBA,3034272,3034
HOPITAL  SECONDAIRE  DE BANDA - BUSUNGU,3034273,3034
E.P. YASSA PENDE,3034274,3034
LYCEE GULOMBOTA,3034275,3034
INST. KABWATA,3034276,3034
E.P.   MAKU,3034277,3034
E.P. ZOLA,3034279,3034
INST.  KALEBE/ ZOLA,3034280,3034
INSTITUT  MASELA,3034281,3034
E.P.  MBOMO/ BIKWITI,3034282,3034
INSTITUT  MWANZALA,3034283,3034
E.P. KIMBEMBELE,3034284,3034
E.P.  VUN,3034285,3034
E.P. LUKA,3034286,3034
E.P.  KIHUNDA,3034287,3034
E.P. LWENDE NZANGALA,3034288,3034
E.P. MUNGAY MUSENGE,3034289,3034
E.P.  PANU  CITE,3034290,3034
INST. PANU,3034291,3034
INSTITUT TECHNIQUE SOCIAL DE PANU,3034292,3034
INSTITUT TECHNIQUE SOCIALE MVULA,3034293,3034
EP TULA NTIMA,3034294,3034
EP.  LUZOLO,3034295,3034
EP. 1 DIBAYA,3034296,3034
INST.  DIBAYA 1,3034297,3034
INST.  LUBWE,3034298,3034
LYCEE  NDONA,3034299,3034
BUREAU SECTEUR MUSANGA IDIOFA,3034300,3034
E.P.  ELOM - IDIOFA,3034301,3034
E.P.3 IDIOFA,3034302,3034
E.P.A  LONGO,3034303,3034
INSTITUT  TOMISA,3034304,3034
INSTITUT BABA - KE - TUBE,3034305,3034
INSTITUT BOSEMBO 2,3034306,3034
E.P. 1 LISANGA,3034307,3034
E.P. 1 TATA MULEY,3034308,3034
E.P. MOMEKANO,3034309,3034
INSTITUT LUTONDO,3034310,3034
INSTITUT OWONGO,3034311,3034
E.P MGR FUMUMAPANDA,3035002,3035
E.P. LUKALAMA,3035003,3035
E.P. MBANZA KIKAPA,3035005,3035
E.P. LUKALAMA,3035006,3035
E.P. MULUNGA,3035007,3035
INST. NDUNGO,3035008,3035
INSTITUT MBONDO,3035009,3035
E.P. MASABI BITSHI,3035010,3035
INST. KINJANGU,3035011,3035
INSTITUT KOBO,3035012,3035
INSTITUT   GIZANGA,3035013,3035
INSTITUT KAKINGA,3035014,3035
E.P. KISONGO NJILA,3035015,3035
E.P. KINZI MUSANGA,3035017,3035
EP. 1. KIPALANKA,3035018,3035
EP. FULUME,3035019,3035
EP. KIPAMA,3035020,3035
INST. SAMBI -SAMBI,3035021,3035
E.P. NDONGELA,3035022,3035
EP  MAVANGA,3035023,3035
INST. TECH. AGRICOLE KIKOMBO,3035024,3035
E.P. GIPHINY,3035025,3035
E.P. MUDIKONGO/KIWAMBA 1,3035026,3035
E.P.  MUKONGO (CODE:29690),3035027,3035
E.P. NDUMBI ALAMBA,3035028,3035
E.P. KINGUDI MUNGA,3035029,3035
INSTITUT MUKOKO,3035033,3035
E.P. ZEPHIRIN FUMUMAPANDA,3035034,3035
E.P. 2 TEMUKA,3035035,3035
E.P. KITABI,3035036,3035
EP  KINZAFU,3035037,3035
EP MBATAKALOLO,3035038,3035
E.P. MGR MUSWA,3035040,3035
EP  KIFUTSHI,3035041,3035
EP KABANGA,3035042,3035
INST. MANANASHI,3035043,3035
INST. TOMISA/MWANDU,3035044,3035
E.P. KINDEMBE,3035046,3035
E.P. 1 TEMUKA,3035048,3035
EP. MBALANDA,3035050,3035
INST. KABUDI,3035051,3035
E.P FUMUMAPANDA6/BOMBO,3035052,3035
E.P. TUNDANDO,3035053,3035
E.P.  MUDIKIAMBA / KINGUDI (CODE:25012),3035054,3035
E.P. KIMVUKA,3035057,3035
E.P. TONDANA,3035058,3035
EP. KAKOLE 2/MBAMBA,3035061,3035
EP.MUNDUNDU/KATUNDU,3035062,3035
INSTITUT KISUNZU,3035066,3035
EP MUSHINGA,3035067,3035
INST. KINGA NZADI,3035068,3035
E.P. KIZELA KATENDA,3035069,3035
E.P. MUWELE,3035070,3035
EP  DES ANGES,3035071,3035
INST. TECH. AGRICOLE LEMBA,3035072,3035
EP 2 BABA,3035073,3035
EP KALOMBO,3035075,3035
INST  SHABAMBA,3035076,3035
INST 2 LETA,3035077,3035
E.P. KITOMBE,3035079,3035
CS KATATE,3035080,3035
E.P. II BABA,3035081,3035
EP  KINGUNDA,3035082,3035
INST MGR FUMUMAPANDA,3035083,3035
E.P. MANGOLO,3035084,3035
E.P.2 MANGOLO,3035085,3035
INSTITUT  MUKWAKANI,3035087,3035
C.S.  MAMAN SELE,3035088,3035
EP.  GAHUNIA  NGANDU,3035089,3035
INSTITUT MUNGINDU,3035090,3035
E.P. KHUNGA  KIHANGA/MUTUNDU,3035091,3035
E.P KINZONDE,3035092,3035
E.P MWINDA/GIZUWA,3035093,3035
E.P. NGONGO,3035094,3035
E.P. KATEMBO KIKOMBA/MATSHITSHI,3035095,3035
E.P. MULWA,3035096,3035
E.P.MAMAN SELE/KISENZELE,3035097,3035
INST. SAMANO,3035098,3035
EP DU LYCEE MANGALA,3035099,3035
E.P. LULUNGU,3035100,3035
LYCEE    KISANGA (CODE:32403),3035101,3035
CABANE KIANDU,3035102,3035
E.P. HUNDJI PUKUSU,3035104,3035
E.P. MUNDUNDU BONDO,3035105,3035
EP MADIBU/MAHOLO,3035106,3035
E.P. BUSHI,3035107,3035
E.P.   KITONDOLO (CODE:29661),3035108,3035
INST. GANGU,3035109,3035
E.P.  LEROY,3035111,3035
E.P. SUKADI,3035112,3035
INST. TECH. AGRICOLE SUKA SUKA,3035113,3035
E.P. BUNGU,3035114,3035
INST. MULASA,3035115,3035
E.P. MUSOTO,3035116,3035
E.P.  PEMBE (CODE:29658),3035117,3035
E.P. KITEJIA,3035118,3035
E.P. ZEFIRRIN FUMU MAPANDA,3035119,3035
E.P. GUZUGA,3035120,3035
E.P. KAKOBOLA,3035121,3035
E.P. KILAMBA,3035122,3035
E.P. STEOPOMME,3035123,3035
E.P. TOMISA KIMBANDA,3035124,3035
EP. KIMPUNDU/LWANO,3035125,3035
EP.  NKAS-ANKI,3035126,3035
EP. GINAYE,3035127,3035
E.P. LUFUSHI,3035128,3035
E.P LUKHAKU,3035129,3035
E.P. NTETEMBO,3035130,3035
INST. DIKUTA,3035131,3035
LYCEE TECH. ATEN,3035133,3035
E.P. GENDA,3035134,3035
E.P. KESHI,3035135,3035
E.P. MAMBUMI,3035136,3035
E.P. MUNDUNDU MUKULU,3035137,3035
E.P. BUNDO BUSHI/MUTOMBO KANGU,3035138,3035
E.P. LUKAJI KAJI,3035139,3035
E.P. NZEMBA MUNDUNDA/NZEMBA,3035140,3035
E.P. TAGO,3035141,3035
EP. KIPAKA:KANGU,3035142,3035
INSTITUT KINGOMBE,3035144,3035
LYCEE BINGANA/KABALAMBA,3035146,3035
E.P KUMBA,3035147,3035
E.P. KATELENGE,3035148,3035
E.P. MUKUKU,3035149,3035
E.P. DIHANJI,3035150,3035
INST. KIEFU,3035154,3035
INSTITUT MALELE,3035155,3035
E.P. GUNGU KATUTA,3035156,3035
E.P. LWEBE,3035157,3035
C.S LUVUJI,3035158,3035
E.P. SHIMUNA,3035160,3035
INST. TECH. AGRICOLE MUKIL A TSHIMA,3035161,3035
INSTITUT KANGU,3035163,3035
E.P. LUFUKU KITEMBO,3035164,3035
INST. TUMWAKA/KAMWANIA,3035165,3035
INSTITUT DONGO,3035166,3035
EP.  MALODI,3035167,3035
INST. TULULA MITSHIMA,3035168,3035
INSTITUT  KASANZA,3035169,3035
LYCEE MUTANGIZE LUMBALE,3035170,3035
E.P. KABANGI,3035171,3035
CENTRE DE SANTE ISRAEL,3035172,3035
E.P. KINGUBA MBUNZU,3035173,3035
INST. SCIENTIFIQUE KIMVUKA,3035174,3035
E.P. KIALU,3035175,3035
E.P. LUVUJI,3035176,3035
INST. LUNDANDA MUKEDI,3035177,3035
INST. SELENGE,3035178,3035
INST. MUNUNU,3035179,3035
INSTITUT LOZO,3035180,3035
E.P. LUVUIZI,3035181,3035
INSTITUT SEFU MUNZOMBO,3035182,3035
E.P. NGOLO,3035183,3035
E.P. REV. MASHIKI,3035184,3035
I.T.A.V. MUSANGA LUBWE,3035185,3035
INSTITUT GUZUGA,3035186,3035
INSTITUT NDUNDA MUSENGE,3035187,3035
INSTITUT NGUNDA  MINANGO,3035188,3035
EP. COLLEGE FUMAPANDA,3035189,3035
EP. LWANDU,3035190,3035
E.P KHOMA,3035191,3035
EP HIHANZE (CODE SECOPE: 2167),3035192,3035
EP MATSHI LUVILO,3035193,3035
INST. SAMBA NDENDE,3035194,3035
EP. GINA-MILOMBA,3035195,3035
E.P IWUNGA,3035196,3035
E.P.MALEBA,3035198,3035
EP. MUKOMBE,3035199,3035
EP.2. MILUNDU,3035200,3035
INSTITUT KINGUBA,3035201,3035
LYCEE BONGESA,3035202,3035
E.P. NGASHI DIBAYA,3035203,3035
E.P. BUNDO,3035206,3035
E.P. YETU,3035208,3035
E.P. KINGUBA KIVUVU,3035209,3035
EP. BWETE,3035211,3035
EP. MAYOKO,3035212,3035
INSTITUT MUMBAMBI,3035214,3035
E.P. BUSHI,3035217,3035
E.P. KIBULU,3035218,3035
EP. BUSHI  CITE,3035219,3035
E.P. KATAMBA,3035220,3035
E.P. KINGANDJI KINGA,3035221,3035
INSTITUT UMONY'AN'ETU,3035223,3035
EP. MAZUNZE,3035224,3035
EP. MBOMBO,3035226,3035
E.P. LAKULANZA,3035227,3035
E..P. MAFUTA/DINGA,3035228,3035
E.P MIDIWA,3035229,3035
E.P. MUMBA KAZOZO,3035230,3035
E.P. MAMBIMBI,3035231,3035
E.P. NDUMBI MANDA,3035232,3035
INST. SANGASANGA,3035233,3035
LYCEE UFUTA,3035234,3035
CABANE NYANGA,3035235,3035
E.P. GUKWATA/PINDA,3035236,3035
E.P. AIME MUSAGA,3035238,3035
INSTITUT TSHENU UBOLE,3035239,3035
E.P. KAHUNGU,3035240,3035
EP. KIWA MBOTE,3035241,3035
EP. MBATA,3035242,3035
INSTITUT  KANKOLE 2,3035244,3035
INSTITUT SHILU KATEMBO,3035245,3035
E.P FUMULAMBA2,3035246,3035
E.P. MUKILA SHIMBA,3035247,3035
INST   BIAN BEN,3035248,3035
INSTITUT KISAMBA,3035249,3035
LYCEE KITOKA 3/NYANGE,3035250,3035
INSTITUT ONKIONG,3035251,3035
E.P MUJIMA,3035252,3035
EP MUNGINDU,3035254,3035
E.P. KAKE,3035255,3035
E.P. KATENGA,3035256,3035
EP. LOZOKA,3035257,3035
INSTITUT MUHANGE,3035258,3035
E.P TUNYWA/MUSOSO,3035259,3035
E.P.KINGANJI NGASHI,3035260,3035
E.P. DU COLLEGE GIZANGA 2,3035262,3035
E.P. GUFWA GUBILA,3035264,3035
E.P NZEMBA KIBOBA,3035265,3035
E.P. KWETE,3035266,3035
E.P. MUNIANGA,3035267,3035
E.P. GAKHOY,3035270,3035
EP KINAKE,3035271,3035
EP LUSHIMBA/MUKHOSO,3035272,3035
INST  KITENGO/KIEFU,3035273,3035
INST  TECH. AGRI. ET VET NGUTANGIZE KIEFU,3035274,3035
LYCEE   MVENDE/GINIAMA,3035275,3035
E.P. MULEDI,3035276,3035
EP.MUSHIDI/LWISA,3035278,3035
EP  MUSEMVU,3035279,3035
INST.MUSANGALA,3035281,3035
INSTITUT GASWEGAFUTA,3035283,3035
LYCEE KINZONDE II/KANGILO,3035286,3035
E.P. KINGUBA,3035287,3035
E.P. SANGU MVUDI,3035288,3035
INSTITUT AKULALE,3035291,3035
INSTITUT NGUNDA,3035292,3035
E.P. KILANDA,3035294,3035
E.P. MULEMBA,3035296,3035
EP. GUBONGESA,3035297,3035
EP. MUZEYA,3035298,3035
INSTITUT GITEMBO,3035299,3035
INSTITUT NJINGA,3035300,3035
CENTRE BOSAKO,3021001,3021
CENTRE DE SANTE BOBANGI,3021002,3021
INSTITUT MPENDA 2,3021003,3021
EP BAKOYANGELA,3021004,3021
EP BOKOTE 2,3021005,3021
"EP, DJOMBO",3021006,3021
"EP, IBANDA",3021007,3021
"EP, MPONDE",3021008,3021
INSTITUT BOKOTE,3021009,3021
CENTRE DE SANTE DE MALONDO,3021010,3021
CENTRE DE SANTE DE MIPALE,3021011,3021
E.P. BONIKO,3021012,3021
E.P. NKONZO,3021013,3021
E.P.MBONGO,3021014,3021
"EP, BENYE",3021015,3021
"EP, BOONSUBA",3021016,3021
"EP, MWELO",3021017,3021
"EP, NGOMBA",3021018,3021
I.T.A.V. NSONDIA,3021019,3021
INST. MPOLE,3021020,3021
INSTITUT BAKALI,3021021,3021
INSTITUT IKAMBA,3021022,3021
EP WABUZA,3021023,3021
C S DE SANTE BANZOW MOKE,3021024,3021
CABANE,3021025,3021
EP. WANGA,3021026,3021
I.T.A. GOMELENGE,3021027,3021
INSTITUT BOYEMBE,3021029,3021
INSTITUT BUMBU,3021030,3021
INSTITUT DE BANZOW,3021031,3021
INSTITUT DE MPENGE 1,3021032,3021
INSTITUT KEJUNE,3021033,3021
INSTITUT NKALA,3021034,3021
CENTRE DE SANTE KUNDO,3021035,3021
CENTRE DE SANTE MEKIRI,3021036,3021
E.P. KUNDO,3021037,3021
E.P. NGONGO BASENGELE,3021038,3021
"EP, BOLONDO NKANZA",3021039,3021
"EP, BOSOLI",3021040,3021
EP. MONGEMPONGO,3021041,3021
INSTITUT BASIMBA,3021042,3021
INSTITUT MEDINE 3,3021044,3021
INSTITUT MEKIRI,3021045,3021
INSTITUT MPILI,3021046,3021
INSTITUT NYONSO PAMBA,3021047,3021
CENTRE DE SANTE WETI,3021049,3021
E.P. 1 MBALA,3021050,3021
E.P. MBUSE MPOTO,3021051,3021
E.P. WETI,3021052,3021
CENTRE DE SANTE BOBALA,3021053,3021
CENTRE DE SANTE BOTOLA,3021054,3021
E.P MBUYE,3021055,3021
EP. BOTOLA,3021056,3021
EP. NGEMBO,3021057,3021
INSTITUT IBEKE BOLIA,3021058,3021
INSTITUT IBEKE NSAW,3021059,3021
INSTITUT ITITO,3021060,3021
E.P. 3 BOBOTO,3021061,3021
EP. BANKULU 1,3021062,3021
EP. BOLIYANGWA,3021063,3021
INSTITUT BAYALE,3021065,3021
INSTITUT BOLANKOSI,3021066,3021
INSTITUT ISANGA,3021067,3021
INSTITUT MBALE,3021068,3021
C.S BOKOTOKILI,3021069,3021
C.S NDONGESE,3021070,3021
CENTRE DE SANTE NDONGESE,3021071,3021
EP. SAINT PHILIPPE,3021072,3021
INSTITUT BOKOTOKILI,3021073,3021
INSTITUT EPOMI,3021074,3021
INSTITUT NKILE,3021075,3021
ECOLE PRIMAIRE WELO,3021077,3021
INSTITUT LOBEKE II,3021078,3021
BOYOKANI,3021079,3021
E.P. BENGO,3021080,3021
E.P. IYEMBE,3021081,3021
EP. BEKI,3021082,3021
