voting_site_id,district_id,province_id,voting_site_name,district,province
2042054,2042,2,E.P. 2 KIASUNGWA,SONGOLOLO,KONGO CENTRAL
2042053,2042,2,E.P. 1 KITOBOLA,SONGOLOLO,KONGO CENTRAL
2042052,2042,2,COMPLEXE SCOLAIRE BAMANKU,SONGOLOLO,KONGO CENTRAL
2042051,2042,2,CENTRE DE SANTE MALANGA,SONGOLOLO,KONGO CENTRAL
2042050,2042,2,CENTRE DE SANTE LA GRACE DE DIEU 2,SONGOLOLO,KONGO CENTRAL
2042049,2042,2,CENTRE DE SANTE KIKEBA,SONGOLOLO,KONGO CENTRAL
2042048,2042,2,CENTRE DE SANTE GEL KENGELE,SONGOLOLO,KONGO CENTRAL
2042047,2042,2,CENTRE DE SANTE DE KIASUNGUA,SONGOLOLO,KONGO CENTRAL
2042046,2042,2,BAMANISA,SONGOLOLO,KONGO CENTRAL
2042045,2042,2,INSTITUT KIAKUAMA,SONGOLOLO,KONGO CENTRAL
2042044,2042,2,EP NIENGE,SONGOLOLO,KONGO CENTRAL
2042075,2042,2,E.P. 2 KIVUVU,SONGOLOLO,KONGO CENTRAL
2042074,2042,2,COMPLEXE SCOLAIRE LA GLOIRE,SONGOLOLO,KONGO CENTRAL
2042073,2042,2,COMPLEXE KIMBAGUISTE,SONGOLOLO,KONGO CENTRAL
2042072,2042,2,COLLEGE SAINT THEOPHILE,SONGOLOLO,KONGO CENTRAL
2042071,2042,2,E.P. KISINSU,SONGOLOLO,KONGO CENTRAL
2042070,2042,2,COMPLEXE SCOLAIRE KIANGEBENI,SONGOLOLO,KONGO CENTRAL
2042069,2042,2,COLLEGE SITIM,SONGOLOLO,KONGO CENTRAL
2042068,2042,2,COLLEGE DON DIEU,SONGOLOLO,KONGO CENTRAL
2042067,2042,2,E.P. MBANZA MATADI,SONGOLOLO,KONGO CENTRAL
2042066,2042,2,E.P. 1 MBEMBA,SONGOLOLO,KONGO CENTRAL
2042065,2042,2,E.P. 1 KINSAKU,SONGOLOLO,KONGO CENTRAL
2042064,2042,2,CENTRE DE SANTE BEMBA,SONGOLOLO,KONGO CENTRAL
2042063,2042,2,EP3. LOVO,SONGOLOLO,KONGO CENTRAL
2042062,2042,2,EP2. MALANGA,SONGOLOLO,KONGO CENTRAL
2042061,2042,2,EP1. YANGA,SONGOLOLO,KONGO CENTRAL
2042060,2042,2,EP1. WENE,SONGOLOLO,KONGO CENTRAL
2043013,2043,2,INSTITUT KIMBUANA LONZI,LUOZI,KONGO CENTRAL
2043012,2043,2,ITAV. KINZOLANI,LUOZI,KONGO CENTRAL
2043011,2043,2,I.T.C. KINZOLANI,LUOZI,KONGO CENTRAL
2043010,2043,2,E.P.1. KINGOMA,LUOZI,KONGO CENTRAL
2043009,2043,2,EP MAFUAMBU,LUOZI,KONGO CENTRAL
2043008,2043,2,E.P. NGOMBE MBEYA,LUOZI,KONGO CENTRAL
2043007,2043,2,E.P. MBANZA MUEMBE,LUOZI,KONGO CENTRAL
2043006,2043,2,E.P. LUNANA,LUOZI,KONGO CENTRAL
2043005,2043,2,EP NTOMBO MUEMBE,LUOZI,KONGO CENTRAL
2043004,2043,2,INSTITUT KIBUNZI,LUOZI,KONGO CENTRAL
2043003,2043,2,E.P. NSALA KIVUNDA,LUOZI,KONGO CENTRAL
2043002,2043,2,E.P. KAYI LONDE,LUOZI,KONGO CENTRAL
2043001,2043,2,EP KIOMBE,LUOZI,KONGO CENTRAL
2042078,2042,2,INSTITUT.  VUZI LANDU,SONGOLOLO,KONGO CENTRAL
2042077,2042,2,INSTITUT NZOLO,SONGOLOLO,KONGO CENTRAL
2042076,2042,2,E.P. ZOLA,SONGOLOLO,KONGO CENTRAL
2043029,2043,2,E.P. NDIMBA LUALA,LUOZI,KONGO CENTRAL
2043028,2043,2,EP. KIKAKAMA,LUOZI,KONGO CENTRAL
2043027,2043,2,ITA NKUNDI/MUSONGOTI,LUOZI,KONGO CENTRAL
2043026,2043,2,E.P. MUZANZA,LUOZI,KONGO CENTRAL
2043025,2043,2,EP.3 SUNDI MAMBA,LUOZI,KONGO CENTRAL
2043024,2043,2,EP KINANGA- NGONDALA,LUOZI,KONGO CENTRAL
2043023,2043,2,E.P. MUYAYA,LUOZI,KONGO CENTRAL
2043022,2043,2,E.P. KINGOYI,LUOZI,KONGO CENTRAL
2043021,2043,2,INSTITUT KIMUAKA,LUOZI,KONGO CENTRAL
2043020,2043,2,I.T.A. LUANGU,LUOZI,KONGO CENTRAL
2043019,2043,2,E.P. NDINGI,LUOZI,KONGO CENTRAL
2043018,2043,2,E.P.1 LUFUKU,LUOZI,KONGO CENTRAL
2043017,2043,2,E.P. TANGALA,LUOZI,KONGO CENTRAL
2043016,2043,2,CENTRE DE SANTE DE NSUNDI NTOMBO,LUOZI,KONGO CENTRAL
2043015,2043,2,INSTITUT KINKENGE,LUOZI,KONGO CENTRAL
2043014,2043,2,E.P.2 LUFUKU/YANGALA,LUOZI,KONGO CENTRAL
2043045,2043,2,E.P. BWONGO,LUOZI,KONGO CENTRAL
2043044,2043,2,CABANE,LUOZI,KONGO CENTRAL
2043043,2043,2,E.P.4 KIVUNDA,LUOZI,KONGO CENTRAL
2043042,2043,2,E.P. NZUNGANI,LUOZI,KONGO CENTRAL
2043041,2043,2,INSTITUT MAHANA,LUOZI,KONGO CENTRAL
2043040,2043,2,EP LUSALALA,LUOZI,KONGO CENTRAL
2043039,2043,2,CABANE KIMPOKA FWESE,LUOZI,KONGO CENTRAL
2043038,2043,2,LYCEE KIMINU,LUOZI,KONGO CENTRAL
2043037,2043,2,INSTITUT. MANIONZI,LUOZI,KONGO CENTRAL
2043036,2043,2,INSTITUT. MADIMBA,LUOZI,KONGO CENTRAL
2043035,2043,2,E.P. KIMBIMBI,LUOZI,KONGO CENTRAL
2043034,2043,2,EP 2 KUMBI,LUOZI,KONGO CENTRAL
2043033,2043,2,E.P. YANGA POMPE,LUOZI,KONGO CENTRAL
2043032,2043,2,E.P.5 LUKUNGA,LUOZI,KONGO CENTRAL
2043031,2043,2,E.P. TEMBISA,LUOZI,KONGO CENTRAL
2043030,2043,2,E.P. NGEMBA MASANGI,LUOZI,KONGO CENTRAL
2043061,2043,2,INSTITUT MASANGI,LUOZI,KONGO CENTRAL
2043060,2043,2,INSTITUT KINTADI,LUOZI,KONGO CENTRAL
2043059,2043,2,E.P. KIKUNGU,LUOZI,KONGO CENTRAL
2043058,2043,2,INSTITUT. AGROVET KUSUAMINA,LUOZI,KONGO CENTRAL
2043057,2043,2,NSEKE MBANZA,LUOZI,KONGO CENTRAL
2043056,2043,2,INSTITUT MBANZA LELE,LUOZI,KONGO CENTRAL
2043055,2043,2,E.P. KIKIUNGA,LUOZI,KONGO CENTRAL
2043054,2043,2,E.P. MAKUBILA/MIABI,LUOZI,KONGO CENTRAL
2043053,2043,2,CABANE KINGILA,LUOZI,KONGO CENTRAL
2043052,2043,2,INSTITUT KIMBAMBA,LUOZI,KONGO CENTRAL
2043051,2043,2,INST. TECH. PROF. NSAYI,LUOZI,KONGO CENTRAL
2043050,2043,2,EP KIMBAMI,LUOZI,KONGO CENTRAL
2043049,2043,2,POSTE DE SANTE KINSEKI/SAROL,LUOZI,KONGO CENTRAL
2043048,2043,2,INSTITUT LUZOLO,LUOZI,KONGO CENTRAL
2043047,2043,2,CABANE MIMPALA,LUOZI,KONGO CENTRAL
2043046,2043,2,INST. PEDAGOGIQUE DE KIKAYI,LUOZI,KONGO CENTRAL
2043077,2043,2,E.P. KIBUSI,LUOZI,KONGO CENTRAL
2043076,2043,2,INSTITUT. NKOBO,LUOZI,KONGO CENTRAL
2043075,2043,2,E.P. KIMPAKA,LUOZI,KONGO CENTRAL
2043074,2043,2,CENTRE DE SANTE KANGILA,LUOZI,KONGO CENTRAL
2043073,2043,2,INSTITUT KINZIMBU,LUOZI,KONGO CENTRAL
2043072,2043,2,E.P. 2 KIKAYI,LUOZI,KONGO CENTRAL
2043071,2043,2,E.P. NDANDANGA,LUOZI,KONGO CENTRAL
2043070,2043,2,"""""E.P. MPANGU M""""""""BU""""",LUOZI,KONGO CENTRAL
2043069,2043,2,E.P. NSANGA MAMBA,LUOZI,KONGO CENTRAL
2043068,2043,2,E.P. 1 KINKENDA,LUOZI,KONGO CENTRAL
2043067,2043,2,INST. TECH. PROF. KINTETE,LUOZI,KONGO CENTRAL
2043066,2043,2,E.P. VULUMUNA,LUOZI,KONGO CENTRAL
2043065,2043,2,E.P 1 NKONDI,LUOZI,KONGO CENTRAL
2043064,2043,2,LYCEE YENGE,LUOZI,KONGO CENTRAL
2043063,2043,2,INSTITUT SUNDI LUTETE,LUOZI,KONGO CENTRAL
2043062,2043,2,EP SUNDI LUTETE,LUOZI,KONGO CENTRAL
2043093,2043,2,EP YALALA,LUOZI,KONGO CENTRAL
2043092,2043,2,E.P. MPUDI,LUOZI,KONGO CENTRAL
2043091,2043,2,E.P. MBANZA TADI,LUOZI,KONGO CENTRAL
2043090,2043,2,E.P. KITOMESA/YANZI,LUOZI,KONGO CENTRAL
2043089,2043,2,INSTITUT BANDAKANI,LUOZI,KONGO CENTRAL
2043088,2043,2,E.P.NZAU ZANDU,LUOZI,KONGO CENTRAL
2043087,2043,2,E.P. KISINGA,LUOZI,KONGO CENTRAL
2043086,2043,2,E.P. KILONDE,LUOZI,KONGO CENTRAL
2043085,2043,2,E. P. MASEKOSO,LUOZI,KONGO CENTRAL
2043084,2043,2,BIDI KINDAMBA,LUOZI,KONGO CENTRAL
2043083,2043,2,INSTITUT. YANGA,LUOZI,KONGO CENTRAL
2043082,2043,2,E.P. MBIONGO,LUOZI,KONGO CENTRAL
2043081,2043,2,E.P. KIMBATA,LUOZI,KONGO CENTRAL
2043080,2043,2,E.P. KINDEZI,LUOZI,KONGO CENTRAL
2043079,2043,2,CENTRE DE SANTE MAHIOKISA,LUOZI,KONGO CENTRAL
2043078,2043,2,EP1 BAYENANGA,LUOZI,KONGO CENTRAL
2051001,2051,2,E.P. KCC,MADIMBA,KONGO CENTRAL
2043108,2043,2,INSTITUT. NDWENGA,LUOZI,KONGO CENTRAL
2043107,2043,2,INSTITUT VIBIDILA,LUOZI,KONGO CENTRAL
2043106,2043,2,I.T.P1 KIMFUZI,LUOZI,KONGO CENTRAL
2043105,2043,2,I.T.P.2 KIMFUZI,LUOZI,KONGO CENTRAL
2043104,2043,2,CENTRE DE PROMOTION SOCIALE DE LUOZI,LUOZI,KONGO CENTRAL
2043103,2043,2,INSTITUT.2 KINZAMBI,LUOZI,KONGO CENTRAL
2043102,2043,2,INST. PEDAGOGIQUE DE SUNDI MAMBA,LUOZI,KONGO CENTRAL
2043101,2043,2,E.P.2 NSANGA MAMBA,LUOZI,KONGO CENTRAL
2043100,2043,2,CENTRE DE SANTE DE REFERENCE SUNDI MAMBA,LUOZI,KONGO CENTRAL
2043099,2043,2,E.P.MUNUANI,LUOZI,KONGO CENTRAL
2043098,2043,2,E.P. BIONGO,LUOZI,KONGO CENTRAL
2043097,2043,2,CENTRE DE SANTE NGANDA NKULU,LUOZI,KONGO CENTRAL
2043096,2043,2,INST. TECH. PROF. KIKUNGU,LUOZI,KONGO CENTRAL
2043095,2043,2,E.P. MANGUANGUA,LUOZI,KONGO CENTRAL
2043094,2043,2,E.P. KINSEMI,LUOZI,KONGO CENTRAL
2051017,2051,2,E.P. VUANGA,MADIMBA,KONGO CENTRAL
2051016,2051,2,INSTITUT NLANDU KABUIKU,MADIMBA,KONGO CENTRAL
2051015,2051,2,INSTITUT MIGNON,MADIMBA,KONGO CENTRAL
2051014,2051,2,INSTITUT KIMVUANZA,MADIMBA,KONGO CENTRAL
2051013,2051,2,E.P. NSANSI,MADIMBA,KONGO CENTRAL
2051012,2051,2,CENTRE DE SANTE MBANZA MBATA,MADIMBA,KONGO CENTRAL
2051011,2051,2,EP SADI KINSANGA,MADIMBA,KONGO CENTRAL
2051010,2051,2,E.P. DIALUNGANA,MADIMBA,KONGO CENTRAL
2051009,2051,2,E.P. MBANZA KUMBI,MADIMBA,KONGO CENTRAL
2051008,2051,2,E.P. 1 MALELE,MADIMBA,KONGO CENTRAL
2051007,2051,2,E.P. 2 KIMBONGO,MADIMBA,KONGO CENTRAL
2051006,2051,2,E.P. KINSA,MADIMBA,KONGO CENTRAL
2051005,2051,2,COMPLEXE SCOLAIRE KIKUYA,MADIMBA,KONGO CENTRAL
2051004,2051,2,LYCEE KIVUVU KIETO,MADIMBA,KONGO CENTRAL
2051003,2051,2,INSTITUT LES BOURGEOIS,MADIMBA,KONGO CENTRAL
2051002,2051,2,E.P. KINTUSI,MADIMBA,KONGO CENTRAL
2051033,2051,2,INST. TECH. VETERINAIRE,MADIMBA,KONGO CENTRAL
2051032,2051,2,E.P. KINIANGI,MADIMBA,KONGO CENTRAL
2051031,2051,2,EP1 KIMVUMU,MADIMBA,KONGO CENTRAL
2051030,2051,2,INSTITUT WUNGU,MADIMBA,KONGO CENTRAL
2051029,2051,2,EP2 ZOMFI,MADIMBA,KONGO CENTRAL
2051028,2051,2,EP ABBE DIBALU,MADIMBA,KONGO CENTRAL
2051027,2051,2,"""""EP  KIN""""""""KUMBA""""",MADIMBA,KONGO CENTRAL
2051026,2051,2,E.P. KINKUMBA,MADIMBA,KONGO CENTRAL
2051025,2051,2,INST. TECH. PROF. DE KIMPEMBA,MADIMBA,KONGO CENTRAL
2051024,2051,2,E.P. KITITI,MADIMBA,KONGO CENTRAL
2051023,2051,2,E.P. KIBUETA,MADIMBA,KONGO CENTRAL
2051022,2051,2,ITAV KIMPEMBA,MADIMBA,KONGO CENTRAL
2051021,2051,2,INSTITUT ZULU,MADIMBA,KONGO CENTRAL
2051020,2051,2,E.P. YUNGU,MADIMBA,KONGO CENTRAL
2051019,2051,2,POSTE DE SANTE DE KINSIONA,MADIMBA,KONGO CENTRAL
2051018,2051,2,INSTITUT BIBAMBA,MADIMBA,KONGO CENTRAL
2051049,2051,2,E.P. MBENGO,MADIMBA,KONGO CENTRAL
2051048,2051,2,E.P. 3 NKAMBA,MADIMBA,KONGO CENTRAL
2051047,2051,2,MBANZA KISIWU,MADIMBA,KONGO CENTRAL
2051046,2051,2,INSTITUT NDEMBO,MADIMBA,KONGO CENTRAL
2051045,2051,2,EP KIMPUNSU,MADIMBA,KONGO CENTRAL
2051044,2051,2,E.P.2 VUNDULU,MADIMBA,KONGO CENTRAL
2051043,2051,2,CABANE AU POSTE DE SANTE MVUNZU,MADIMBA,KONGO CENTRAL
2051042,2051,2,CABANE DE KIMBATA LUKUNGA,MADIMBA,KONGO CENTRAL
2051041,2051,2,CABANE DE KIKIOWO,MADIMBA,KONGO CENTRAL
2051040,2051,2,EP CBCO,MADIMBA,KONGO CENTRAL
2051039,2051,2,E.P.2 NSUNGAMA NTEMO,MADIMBA,KONGO CENTRAL
2051038,2051,2,E.P. NGWISANA,MADIMBA,KONGO CENTRAL
2051037,2051,2,E.P. KIELA,MADIMBA,KONGO CENTRAL
2051036,2051,2,E.P. KIMAYALA,MADIMBA,KONGO CENTRAL
2051035,2051,2,E.P. 1 NGEBA,MADIMBA,KONGO CENTRAL
2051034,2051,2,EP KINTUD,MADIMBA,KONGO CENTRAL
2051065,2051,2,E.P. KONGO-NORD,MADIMBA,KONGO CENTRAL
2051064,2051,2,E.P. KINZONGO,MADIMBA,KONGO CENTRAL
2051063,2051,2,EP2 KINTAKI,MADIMBA,KONGO CENTRAL
2051062,2051,2,E.P. 1 KIPAKO,MADIMBA,KONGO CENTRAL
2051061,2051,2,EP KINZADI,MADIMBA,KONGO CENTRAL
2051060,2051,2,E.P. KINSIESI,MADIMBA,KONGO CENTRAL
2051059,2051,2,EP KIMPUDI,MADIMBA,KONGO CENTRAL
2051058,2051,2,INSTITUT KINGUDI,MADIMBA,KONGO CENTRAL
2051057,2051,2,EP KINKOKO,MADIMBA,KONGO CENTRAL
2051056,2051,2,E.P. KIMAYASI / KINKATU,MADIMBA,KONGO CENTRAL
2051055,2051,2,MAISON DE PASSAGE DU GROUPEMENT,MADIMBA,KONGO CENTRAL
2051054,2051,2,E.P. 1 TOMBO,MADIMBA,KONGO CENTRAL
2051053,2051,2,E.P. 1 BOKO DISU,MADIMBA,KONGO CENTRAL
2051052,2051,2,COLLEGE NOTRE DAME DE MBANZA-MBOMA,MADIMBA,KONGO CENTRAL
2051051,2051,2,EP KIMWANZA,MADIMBA,KONGO CENTRAL
2051050,2051,2,INST. SCIENTIFIQUE NSELO,MADIMBA,KONGO CENTRAL
2051081,2051,2,E.P. MPIKA,MADIMBA,KONGO CENTRAL
2051080,2051,2,E.P. MBETE,MADIMBA,KONGO CENTRAL
2051079,2051,2,E.P. MALANGA,MADIMBA,KONGO CENTRAL
2051078,2051,2,E.P. KINZAU BIBUA,MADIMBA,KONGO CENTRAL
2051077,2051,2,E.P. KIMBATA LUIDI,MADIMBA,KONGO CENTRAL
2051076,2051,2,EP2 KITANU,MADIMBA,KONGO CENTRAL
2051075,2051,2,INSTITUT KIBAMBI,MADIMBA,KONGO CENTRAL
2051074,2051,2,E.P. KIBAMBI,MADIMBA,KONGO CENTRAL
2051073,2051,2,CENTRE DE SANTE KONZO KIBAMBI,MADIMBA,KONGO CENTRAL
2051072,2051,2,EP 2 KIMBUMBA NORD,MADIMBA,KONGO CENTRAL
2051071,2051,2,E.P. 1 KIMBUMBA NORD,MADIMBA,KONGO CENTRAL
2051070,2051,2,EP  YIMBI,MADIMBA,KONGO CENTRAL
2051069,2051,2,INST. TECHNIQUE KIMUISI,MADIMBA,KONGO CENTRAL
2051068,2051,2,EP MBAMBA KILENDA,MADIMBA,KONGO CENTRAL
2051067,2051,2,EP MASINGA,MADIMBA,KONGO CENTRAL
2051066,2051,2,E.P. KINTO MVUILA,MADIMBA,KONGO CENTRAL
2051097,2051,2,EP 2 SANGA,MADIMBA,KONGO CENTRAL
2051096,2051,2,E.P. KINKOSI LUIDI,MADIMBA,KONGO CENTRAL
2051095,2051,2,INSTITUT MPESE,MADIMBA,KONGO CENTRAL
2051094,2051,2,E.P.2 BUBU NTETO,MADIMBA,KONGO CENTRAL
2051093,2051,2,INSTITUT NSONA LEMBA,MADIMBA,KONGO CENTRAL
2051092,2051,2,EP NZEMBELE,MADIMBA,KONGO CENTRAL
2051091,2051,2,EP KIMBATA/TOUT VA BIEN,MADIMBA,KONGO CENTRAL
2051090,2051,2,EP KIMBATA MBIADI,MADIMBA,KONGO CENTRAL
2051089,2051,2,EP KINSIMBU VUAYA 3,MADIMBA,KONGO CENTRAL
2051088,2051,2,EP KIMBUMBA SUD,MADIMBA,KONGO CENTRAL
2051087,2051,2,E.P. KINSUNDI,MADIMBA,KONGO CENTRAL
2051086,2051,2,E.P. DE LA GARE,MADIMBA,KONGO CENTRAL
2051085,2051,2,INSTITUT KIVUKA,MADIMBA,KONGO CENTRAL
2051084,2051,2,EP NZAU,MADIMBA,KONGO CENTRAL
2051083,2051,2,E.P. KIMBATA NDAMBA,MADIMBA,KONGO CENTRAL
2051082,2051,2,EP BIBAMBA,MADIMBA,KONGO CENTRAL
2051113,2051,2,EP WETE,MADIMBA,KONGO CENTRAL
2051112,2051,2,CABANE DE KAMBA NGUFU,MADIMBA,KONGO CENTRAL
2051111,2051,2,INSTITUT MALAMBA,MADIMBA,KONGO CENTRAL
2051110,2051,2,INSTITUT DE MADIMBA,MADIMBA,KONGO CENTRAL
2051109,2051,2,EP2 MADIMBA,MADIMBA,KONGO CENTRAL
2051108,2051,2,E.P. 1 MADIMBA,MADIMBA,KONGO CENTRAL
2051107,2051,2,EP2 KIPANDA,MADIMBA,KONGO CENTRAL
2051106,2051,2,E.P. 2 TAWU,MADIMBA,KONGO CENTRAL
2051105,2051,2,EP1 KIMPNDA,MADIMBA,KONGO CENTRAL
2051104,2051,2,INSTITUT KINDONGO,MADIMBA,KONGO CENTRAL
2051103,2051,2,E.P. LUNGI,MADIMBA,KONGO CENTRAL
2051102,2051,2,E.P. KINZAMBA,MADIMBA,KONGO CENTRAL
2051101,2051,2,E.P. KINKOKO,MADIMBA,KONGO CENTRAL
2051100,2051,2,EP MAYENGA,MADIMBA,KONGO CENTRAL
2051099,2051,2,EP KIOSI,MADIMBA,KONGO CENTRAL
2051098,2051,2,EP KIMFUTI NGULU,MADIMBA,KONGO CENTRAL
2051129,2051,2,ISTM KISANTU,MADIMBA,KONGO CENTRAL
2051128,2051,2,INSTUTUT NIANGA,MADIMBA,KONGO CENTRAL
2051127,2051,2,I.T.I. MFUKI,MADIMBA,KONGO CENTRAL
2051126,2051,2,I.T.I KISANTU,MADIMBA,KONGO CENTRAL
2051125,2051,2,E.P.2 NKANDU/ KIMBANGUISTE,MADIMBA,KONGO CENTRAL
2051124,2051,2,E.P. NOTRE DAME,MADIMBA,KONGO CENTRAL
2051123,2051,2,E.P. MGR NSIELELE,MADIMBA,KONGO CENTRAL
2051122,2051,2,E.P. MAYIDI,MADIMBA,KONGO CENTRAL
2051121,2051,2,E.P. KILOMBO,MADIMBA,KONGO CENTRAL
2051120,2051,2,E.P. KIKOLA,MADIMBA,KONGO CENTRAL
2051119,2051,2,E.P. DIAKANUA,MADIMBA,KONGO CENTRAL
2051118,2051,2,E.P. 2 MFUKI,MADIMBA,KONGO CENTRAL
2051117,2051,2,E.P. 1 NKANDU,MADIMBA,KONGO CENTRAL
2051116,2051,2,E.P. 1 KINSUKA,MADIMBA,KONGO CENTRAL
2051115,2051,2,E.P NSUNDI,MADIMBA,KONGO CENTRAL
2051114,2051,2,E.P LUNDA MATOBO,MADIMBA,KONGO CENTRAL
2052016,2052,2,CABANE/NKUBANA,KASANGULU,KONGO CENTRAL
2052015,2052,2,EP3 SONGOLOLO,KASANGULU,KONGO CENTRAL
2052014,2052,2,EP.MATANDA,KASANGULU,KONGO CENTRAL
2052013,2052,2,CENTRE DE SANTE NGOMINA,KASANGULU,KONGO CENTRAL
2052012,2052,2,ITP SONA BATA,KASANGULU,KONGO CENTRAL
2052011,2052,2,EP. YONGO DI KITULA,KASANGULU,KONGO CENTRAL
2052010,2052,2,E.P.A. SONA BATA,KASANGULU,KONGO CENTRAL
2052009,2052,2,CENTRE DE SANTE MERE ET ENFANT,KASANGULU,KONGO CENTRAL
2052008,2052,2,EP.KILUNGA,KASANGULU,KONGO CENTRAL
2052007,2052,2,E.P. KISONGA,KASANGULU,KONGO CENTRAL
2052006,2052,2,CENTRE DE SANTE  KINDAMBA,KASANGULU,KONGO CENTRAL
2052005,2052,2,E.P. 1 KINZAMBI,KASANGULU,KONGO CENTRAL
2052004,2052,2,MAISON DE PASSAGE DU GROUPEMENT,KASANGULU,KONGO CENTRAL
2052003,2052,2,EPA KISANTU 2,KASANGULU,KONGO CENTRAL
2052002,2052,2,E.P. KIMBUETE,KASANGULU,KONGO CENTRAL
2052001,2052,2,CS ARMEE DU SALUT,KASANGULU,KONGO CENTRAL
2052032,2052,2,E.P. SHEFU,KASANGULU,KONGO CENTRAL
2052031,2052,2,INSTITUT DIOMI,KASANGULU,KONGO CENTRAL
2052030,2052,2,EP. TUSIAMA/LUILA,KASANGULU,KONGO CENTRAL
2052029,2052,2,EP. SINGAMA,KASANGULU,KONGO CENTRAL
2052028,2052,2,EP. BOKO MPANGALA/NTAMPA,KASANGULU,KONGO CENTRAL
2052027,2052,2,CS EDK/SELO,KASANGULU,KONGO CENTRAL
2052026,2052,2,CENTRE DE SANTE CEBCO NTAMPA,KASANGULU,KONGO CENTRAL
2052025,2052,2,POSTE DE SANTE NOUVELLE STRATEGIE ET POSTE DE SANTE MASELA,KASANGULU,KONGO CENTRAL
2052024,2052,2,EP KINSEMBO,KASANGULU,KONGO CENTRAL
2052023,2052,2,EP.NLALA,KASANGULU,KONGO CENTRAL
2052022,2052,2,EP.MPELA,KASANGULU,KONGO CENTRAL
2052021,2052,2,EP LEMBOLO,KASANGULU,KONGO CENTRAL
2052020,2052,2,EP KIMBIMI,KASANGULU,KONGO CENTRAL
2052019,2052,2,EP BANNA/LUZUMU,KASANGULU,KONGO CENTRAL
2052018,2052,2,E.P. BINANGA,KASANGULU,KONGO CENTRAL
2052017,2052,2,CENTRE DE SANTE BANNA,KASANGULU,KONGO CENTRAL
2052048,2052,2,EP MINSONGI,KASANGULU,KONGO CENTRAL
2052047,2052,2,EP ADVENTISTE KINGANTOKO GARE,KASANGULU,KONGO CENTRAL
2052046,2052,2,E.P. KINGANTOKO,KASANGULU,KONGO CENTRAL
2052045,2052,2,C.S KIMINU,KASANGULU,KONGO CENTRAL
2052044,2052,2,EP MANKUSU,KASANGULU,KONGO CENTRAL
2052043,2052,2,C. SANTE ADVENTISTE,KASANGULU,KONGO CENTRAL
2052042,2052,2,EP KINSIONA,KASANGULU,KONGO CENTRAL
2052041,2052,2,E.P. MVULULU,KASANGULU,KONGO CENTRAL
2052040,2052,2,CENTRE DE SANTE CBCO KINSIONA,KASANGULU,KONGO CENTRAL
2052039,2052,2,ARMEE DU SALUT CENTRE DE SANTE,KASANGULU,KONGO CENTRAL
2052038,2052,2,EP.KIFUMA,KASANGULU,KONGO CENTRAL
2052037,2052,2,CENTRE DE SANTE KIFUMA,KASANGULU,KONGO CENTRAL
2052036,2052,2,EP.NTADI,KASANGULU,KONGO CENTRAL
2052035,2052,2,E.P. 1 NSANGA,KASANGULU,KONGO CENTRAL
2052034,2052,2,CENTRE DE SANTE DE NTADI,KASANGULU,KONGO CENTRAL
2052033,2052,2,EP KIBULU/BOMBA,KASANGULU,KONGO CENTRAL
2052064,2052,2,MAISON LIBRE,KASANGULU,KONGO CENTRAL
2052063,2052,2,EP2 BU CENTRE,KASANGULU,KONGO CENTRAL
2052062,2052,2,EP.LOMA,KASANGULU,KONGO CENTRAL
2052061,2052,2,EP KIYANGABATA,KASANGULU,KONGO CENTRAL
2052060,2052,2,E.P. KIKIAMA,KASANGULU,KONGO CENTRAL
2052059,2052,2,BOMBA NGAYI,KASANGULU,KONGO CENTRAL
2052058,2052,2,EP.KIMBALA,KASANGULU,KONGO CENTRAL
2052057,2052,2,E.P. MAYINDA,KASANGULU,KONGO CENTRAL
2052056,2052,2,E.P. LUSINGA,KASANGULU,KONGO CENTRAL
2052055,2052,2,EP ST ISIDORE BAKANDJA,KASANGULU,KONGO CENTRAL
2052054,2052,2,COMPLEXE SCOLAIRE TAFIA,KASANGULU,KONGO CENTRAL
2052053,2052,2,EP. MAYALA,KASANGULU,KONGO CENTRAL
2052052,2052,2,E.P MAYALA,KASANGULU,KONGO CENTRAL
2052051,2052,2,E.P. KINSAMBI,KASANGULU,KONGO CENTRAL
2052050,2052,2,CENTRE DE SANTE KIMBAGUISTE,KASANGULU,KONGO CENTRAL
2052049,2052,2,EP. KINSEMBO,KASANGULU,KONGO CENTRAL
2052080,2052,2,E.P. KITUNDULU,KASANGULU,KONGO CENTRAL
2052079,2052,2,MANKUSU CENTRE,KASANGULU,KONGO CENTRAL
2052078,2052,2,E.P. I MPUTU,KASANGULU,KONGO CENTRAL
2052077,2052,2,E.P. 4 LUKUNGA,KASANGULU,KONGO CENTRAL
2052076,2052,2,EP KIMBATA NTEDI,KASANGULU,KONGO CENTRAL
2052075,2052,2,KINGAO,KASANGULU,KONGO CENTRAL
2052074,2052,2,E.P. KIMUAKASA,KASANGULU,KONGO CENTRAL
2052073,2052,2,CBCO KINTEDI 2 SUCCURSALE EP.4 LUKUNGA,KASANGULU,KONGO CENTRAL
2052072,2052,2,EP MGR MAYALA 2,KASANGULU,KONGO CENTRAL
2052071,2052,2,EP MGR MAYALA 1,KASANGULU,KONGO CENTRAL
2052070,2052,2,CENTRE DE SANTE DE KINDU,KASANGULU,KONGO CENTRAL
2052069,2052,2,LYCEE KIASALA,KASANGULU,KONGO CENTRAL
